,cmp,0,1,2,3,4,5,6,7,8,9
150,(주)성우애드컴,0.01000229548662901,0.01000209804624319,0.909977912902832,0.0100023802369833,0.010002588853240013,0.010002592578530312,0.010002469643950462,0.010002680122852325,0.010003181174397469,0.010001808404922485
151,(주)아이디어키,0.0,0.9951069355010986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,(주)이피피엔,0.0,0.0,0.0,0.0,0.9707969427108765,0.0,0.0,0.02454991266131401,0.0,0.0
153,퍼니플럭스엔터테인먼트(주),0.0,0.9947038292884827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,(주)스마일코리아,0.0,0.0,0.0,0.0,0.9967844486236572,0.0,0.0,0.0,0.0,0.0
155,한샘이유지(주),0.9958612322807312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,(주)트레져헌터,0.0,0.0,0.0,0.0,0.036384791135787964,0.0,0.2537636458873749,0.7087292671203613,0.0,0.0
157,에이클라엔터테인먼트(주),0.040479108691215515,0.0,0.0,0.19336283206939697,0.0,0.0,0.0,0.7118463516235352,0.05118526145815849,0.0
158,(주)넥서스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958122372627258,0.0,0.0
159,롯데컬처웍스(주),0.996851921081543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,엠얼라이언스(주),0.0,0.0,0.0,0.9867590069770813,0.0,0.0,0.0,0.0,0.0,0.0
161,(주)로이비쥬얼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969886541366577,0.0,0.0
162,(주)제이콘텐트리,0.9854778051376343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,(주)브이에이스튜디오,0.0,0.9945436716079712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,(주)포스트비쥬얼,0.0,0.0,0.0,0.0,0.34471601247787476,0.0,0.0,0.6131599545478821,0.0,0.0
165,(주)다츠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017846446484327316,0.9720229506492615,0.0
166,(주)테라핀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997734010219574,0.0,0.0
167,(주)비책,0.0,0.0,0.0,0.0,0.9915852546691895,0.0,0.0,0.0,0.0,0.0
168,(주)위즈덤하우스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957733154296875
169,(주)이인벤션,0.0,0.0,0.0,0.01166167575865984,0.5512353777885437,0.0,0.0,0.08591397106647491,0.34960103034973145,0.0
170,피엠지인티그레이티드 커뮤니케이션즈(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932807087898254,0.0,0.0
171,(주)더피알커뮤니케이션,0.0,0.0,0.0,0.9927970170974731,0.0,0.0,0.0,0.0,0.0,0.0
172,콜레오마케팅그룹(주),0.0,0.0,0.0,0.1523258537054062,0.1844100058078766,0.0,0.0,0.6602966785430908,0.0,0.0
173,한국디자인진흥원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910856485366821,0.0,0.0
174,(주)이너스커뮤니티,0.0,0.0,0.0,0.0,0.0,0.0,0.9930820465087891,0.0,0.0,0.0
175,(주)레드로버,0.0,0.0,0.0,0.0,0.0,0.0,0.924967885017395,0.0,0.0,0.0
176,(주)프로그레스미디어,0.0,0.0,0.0,0.0,0.992910623550415,0.0,0.0,0.0,0.0,0.0
177,가우리커뮤니케이션(주),0.01000306662172079,0.9099755883216858,0.010001687332987785,0.010002422146499157,0.010002796538174152,0.010002365335822105,0.010003486648201942,0.010003234259784222,0.010002448223531246,0.010002915747463703
178,(주)애드미션,0.0,0.0,0.0,0.0,0.0,0.9883077144622803,0.0,0.0,0.0,0.0
179,(주)아주뉴스코퍼레이션,0.0,0.0,0.9951600432395935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,디지털퍼스트(주),0.0,0.0,0.0,0.0,0.02416343055665493,0.0,0.0,0.9735947847366333,0.0,0.0
181,웹스프레드(주),0.0,0.0,0.0,0.08668330311775208,0.0,0.0,0.0,0.037742916494607925,0.871277391910553,0.0
182,(재)씨비에스,0.9943727850914001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,(주)허밍아이엠씨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526151418685913,0.0,0.0
184,(주)빅픽처팀,0.0,0.0,0.0,0.0,0.96315598487854,0.0,0.0,0.03517662733793259,0.0,0.0
185,그랑몬스터(주),0.0,0.0,0.0,0.0,0.0,0.39014726877212524,0.0,0.6045523285865784,0.0,0.0
186,오길비코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839214086532593,0.0,0.0
187,장원교육(주),0.0,0.0,0.0,0.0,0.0,0.0,0.9653737545013428,0.0,0.0,0.0
188,(주)하바스코리아,0.0,0.0,0.0,0.050601776689291,0.0,0.0,0.9446343779563904,0.0,0.0,0.0
189,디디비코리아(주),0.0,0.0,0.0,0.9663059711456299,0.0,0.0,0.0,0.030072655528783798,0.0,0.0
190,오쏘엔(주) 나비컴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624865651130676,0.0
191,위인크(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954981803894043,0.0,0.0
192,(주)비브스튜디오스,0.0,0.0,0.0,0.0,0.0,0.9952613115310669,0.0,0.0,0.0,0.0
193,(주)티엠씨케이,0.0,0.0,0.0,0.0,0.18776161968708038,0.0,0.0,0.809834897518158,0.0,0.0
194,국립박물관문화재단,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949132204055786,0.0
195,(주)빅밴드앤코,0.0,0.0,0.0,0.9839247465133667,0.0,0.0,0.0,0.013286760076880455,0.0,0.0
196,(주)아이엠애드리퍼블릭,0.0,0.9399756789207458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,(주)에스비에스미디어넷,0.0,0.0,0.0,0.0,0.0,0.0,0.9939573407173157,0.0,0.0,0.0
198,(주)차이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988602876663208,0.0,0.0
199,투와이드컴퍼니(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935224056243896,0.0,0.0
200,아시아투데이(주),0.0,0.0,0.0,0.3047153055667877,0.0,0.0,0.6900877356529236,0.0,0.0,0.0
201,허브넷굿컴퍼니닷컴(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806725978851318,0.01086494792252779,0.0
