,cmp,0,1,2,3,4,5,6
107,인터파크투어(주),0.5042979717254639,0.206089586019516,0.0,0.0,0.27656659483909607,0.0,0.0
108,(주)온라인투어,0.0,0.0,0.0,0.0,0.0,0.9824392795562744,0.0
109,(주)아이니웨딩네트웍스,0.0,0.23951305449008942,0.7530158758163452,0.0,0.0,0.0,0.0
110,커뮤니크(주),0.11564470082521439,0.0,0.05668887868523598,0.0,0.3134269416332245,0.0,0.5128470659255981
111,부킹닷컴코리아(유),0.0,0.0,0.2281239777803421,0.0,0.765897810459137,0.0,0.0
112,(주)엠제이플렉스,0.12767478823661804,0.8690057992935181,0.0,0.0,0.0,0.0,0.0
113,마이크임팩트(주),0.028648072853684425,0.028697066009044647,0.028741614893078804,0.02869030460715294,0.028703296557068825,0.02861648239195347,0.827903151512146
114,패스트파이브,0.15598289668560028,0.0,0.017736472189426422,0.0,0.2502472400665283,0.0,0.5753784775733948
115,웹투어(주),0.0,0.0,0.0,0.0,0.9877090454101562,0.0,0.0
116,조은시스템(주),0.0,0.4739702641963959,0.0,0.0,0.5205965042114258,0.0,0.0
117,(주)피투피시스템즈,0.35340607166290283,0.0,0.6344374418258667,0.0,0.0,0.0,0.0
118,(주)이지메디컴,0.0,0.0,0.0,0.0,0.9810649156570435,0.0,0.0
119,에이스휴먼파워(주),0.0,0.07834528386592865,0.6876741647720337,0.0,0.17117780447006226,0.0,0.06116020679473877
120,(주)HJ매그놀리아용평호텔앤리조트,0.9938492178916931,0.0,0.0,0.0,0.0,0.0,0.0
121,(주)워시스왓,0.10397947579622269,0.0,0.3763138949871063,0.0,0.11351996660232544,0.0,0.4049779772758484
122,(주)스파크플러스,0.0,0.028118174523115158,0.0,0.0,0.1823749542236328,0.0,0.7884483337402344
123,(주)캘리스코,0.0,0.0,0.25236693024635315,0.0,0.32295316457748413,0.0,0.4167102575302124
124,에스케이렌터카(주),0.0,0.0,0.0,0.0,0.8698861002922058,0.07768867164850235,0.04823595657944679
125,토요코인코리아(주),0.0,0.0,0.3126060962677002,0.0,0.6842061281204224,0.0,0.0
126,위티아(주),0.0,0.9189543724060059,0.0,0.0,0.0782662183046341,0.0,0.0
127,리치빔(주),0.9933252334594727,0.0,0.0,0.0,0.0,0.0,0.0
128,(주)유칼릭스,0.0,0.0,0.018545376136898994,0.0,0.0,0.978717029094696,0.0
129,(주)플레이타임그룹,0.0,0.0,0.9933286309242249,0.0,0.0,0.0,0.0
130,(주)그린카,0.0,0.0,0.0,0.0,0.2378975749015808,0.0,0.7598840594291687
131,(주)유세스파트너스,0.0,0.7331170439720154,0.0,0.0,0.11447563767433167,0.14792491495609283,0.0
132,(주)씨엔알리서치,0.9967178106307983,0.0,0.0,0.0,0.0,0.0,0.0
