,company_name,adv_topic_0,adv_topic_1,adv_topic_2,adv_topic_3,adv_topic_4,adv_topic_5,dadv_topic_0,dadv_topic_1,dadv_topic_2,dadv_topic_3,dadv_topic_4,dadv_topic_5,dadv_topic_6,average_salary,total_sale,turn_over_rate
274,엠티콜렉션,0.0,0.0,0.0,0.0,0.0,0.9960454106330872,0.0,0.0,0.0861589536070823,0.0,0.1797233372926712,0.0,0.7326825857162476,3647,657.4,0.84
275,에이랜드,0.0,0.0,0.0,0.0,0.0286828801035881,0.9641862511634828,0.0,0.0,0.1596688777208328,0.0,0.0,0.2346686720848083,0.6038916707038879,1962,159.2,1.77
276,한국에스엠씨,0.0,0.5048692226409912,0.0,0.1753773540258407,0.3180962800979614,0.0,0.2173087745904922,0.0,0.0,0.0,0.6041795015335083,0.1772071272134781,0.0,6032,4967.6,0.07
277,한국화이자제약,0.0,0.0,0.1729678958654403,0.790195107460022,0.0,0.0334202051162719,0.0,0.3188146650791168,0.6211560368537903,0.0,0.0571159645915031,0.0,0.0,6032,1700.0,0.18
278,아가방앤컴퍼니,0.0,0.0,0.1917395293712616,0.0,0.1200166270136833,0.6857285499572754,0.0,0.0,0.0,0.0,0.6282188296318054,0.0715437531471252,0.2986070513725281,3731,1415.3,0.45
279,부산교통공사,0.6690369248390198,0.0,0.0,0.0,0.329669326543808,0.0,0.0312950499355793,0.8545909523963928,0.0,0.0,0.0,0.1124723851680755,0.0,7395,2298.9,0.06
280,비티지,0.0,0.0,0.0,0.0154557479545474,0.0,0.976424276828766,0.0,0.0,0.3474076986312866,0.0,0.4584120213985443,0.0,0.1897337585687637,3771,252.8,1.27
281,삼성물산 상사부문,0.2424263209104538,0.0,0.0,0.7523197531700134,0.0,0.0,0.0,0.1828910112380981,0.0126694487407803,0.0,0.800156831741333,0.0,0.0,6032,21100.0,0.1
282,교보핫트랙스,0.2600128352642059,0.0,0.3284875750541687,0.0,0.3071032464504242,0.1011916697025299,0.1307279616594314,0.0,0.1893077492713928,0.4763994216918945,0.1457348763942718,0.0,0.0561704747378826,2514,948.3,1.5
283,트라이씨클,0.0,0.0,0.6287562847137451,0.0,0.0,0.3691911101341247,0.0150638092309236,0.0,0.4511141180992126,0.0,0.3633551001548767,0.0,0.1696129143238067,4860,919.4,0.37
284,케이제이씨디스플레이코퍼레이션,0.0,0.2384579628705978,0.0,0.1267663240432739,0.0199390109628438,0.613210916519165,0.1044684499502182,0.0,0.0,0.0,0.0519751384854316,0.0,0.8423659801483154,4845,552.9,0.37
285,이니스프리,0.1374537199735641,0.1267644613981247,0.0,0.4480746984481811,0.0,0.285666674375534,0.0,0.1154964938759803,0.4706552922725677,0.0,0.3296095430850982,0.0816612988710403,0.0,6032,3071.7,0.34
286,카스,0.0,0.5502728223800659,0.0,0.0,0.3319950103759765,0.1166060417890548,0.3268070816993713,0.0,0.0,0.0273250378668308,0.3516258597373962,0.0,0.2868831753730774,4316,54.8,0.6
287,아이마켓코리아,0.2207527011632919,0.0424412786960601,0.072823092341423,0.4593931436538696,0.0831795930862426,0.1214102059602737,0.2391145080327987,0.0,0.0228951461613178,0.359355479478836,0.3771452009677887,0.0,0.0,6350,2400.0,0.19
288,비즈마켓,0.0,0.0,0.0,0.0331398844718933,0.4904595017433166,0.4752117097377777,0.0,0.0,0.0910724550485611,0.0,0.1813470870256424,0.0,0.7188423275947571,3847,317.5,0.44
289,필립스코리아,0.0,0.0,0.5139666199684143,0.4842298626899719,0.0,0.0,0.0,0.0580401830375194,0.6856715083122253,0.0,0.254101812839508,0.0,0.0,6032,3366.8,0.25
290,한성자동차,0.0,0.3683575987815857,0.0764341577887535,0.1623380482196808,0.3916705846786499,0.0,0.2566584646701813,0.184282049536705,0.1045047119259834,0.0181344747543334,0.0289424564689397,0.3110755681991577,0.0964022874832153,5815,3300.0,0.13
291,스와치그룹코리아,0.1383261531591415,0.0,0.1184472292661666,0.2752281725406647,0.1322798579931259,0.3349198400974273,0.0,0.0,0.545848548412323,0.063334122300148,0.3675407469272613,0.0,0.02168177254498,4518,3530.8,0.28
292,진에어,0.2695964276790619,0.0,0.0,0.3613711595535278,0.2401916086673736,0.1267137825489044,0.3256725370883941,0.0,0.0,0.0260188244283199,0.5608281493186951,0.0,0.0861574932932853,5580,2471.9,0.27
293,비에스케이코퍼레이션,0.0,0.0,0.3743863403797149,0.0,0.0,0.6227350234985352,0.0,0.0,0.2088396698236465,0.0,0.3057831525802612,0.0897500142455101,0.394148051738739,2531,672.2,1.61
294,에이치디엑스,0.0,0.0,0.0,0.0,0.5779149532318115,0.414350152015686,0.5000143051147461,0.0,0.0,0.0,0.135325476527214,0.0,0.3599553406238556,4142,619.9,0.3
295,코닝정밀소재,0.1335532814264297,0.5717491507530212,0.0,0.0732101574540138,0.2207699120044708,0.0,0.5553382039070129,0.3742498457431793,0.0,0.0,0.0691805258393287,0.0,0.0,6082,1500.0,0.1
296,올림푸스한국,0.0772125050425529,0.015732891857624,0.5077407956123352,0.2981743216514587,0.0,0.1002234295010566,0.1902533024549484,0.0178038384765386,0.1060722768306732,0.0,0.5927242040634155,0.0917862951755523,0.0,6032,1963.4,0.12
297,브리티쉬아메리칸토바코코리아,0.0,0.099595695734024,0.0,0.4764801859855652,0.4202874302864074,0.0,0.3511525988578796,0.479740560054779,0.0834421217441558,0.0,0.0830555111169815,0.0,0.0,4757,2228.5,9.54
298,클라우드나인마케팅,0.0,0.0,0.0,0.0,0.0141509482637047,0.978848397731781,0.0,0.0,0.0,0.0,0.0,0.0,0.9983258843421936,5746,96.8,1.08
299,그린글로브라인,0.0,0.0,0.0,0.1540366113185882,0.2313354909420013,0.6101139783859253,0.1439679116010666,0.0,0.1002553552389144,0.0,0.0486545711755752,0.0,0.6979699730873108,4606,349.9,0.26
300,서원유통,0.1359826773405075,0.3124785721302032,0.0,0.0,0.5501942038536072,0.0,0.2751151919364929,0.0367678143084049,0.0,0.0,0.0,0.2864001095294952,0.4010338187217712,2101,78.2,0.21
301,에프앤디넷,0.013561962172389,0.1882482767105102,0.3363330364227295,0.0333981327712535,0.3968670964241028,0.0315915457904338,0.0129059460014104,0.0,0.0,0.0,0.432250052690506,0.2442304491996765,0.3102121651172638,4212,662.5,0.28
302,엔터식스패션쇼핑몰,0.0,0.0,0.0,0.0,0.3902363181114197,0.6042412519454956,0.0,0.0,0.0,0.0,0.1466871052980423,0.1612833142280578,0.688653290271759,3858,435.7,0.43
303,리드코프,0.0,0.0,0.0,0.0,0.937101662158966,0.0608705915510654,0.5005331635475159,0.0,0.0,0.0,0.2105159908533096,0.0888273268938064,0.199294775724411,4726,4316.6,0.66
304,홈앤쇼핑,0.0,0.3697386384010315,0.2545200884342193,0.0,0.0133442701771855,0.3613497912883758,0.0,0.0,0.023269660770893,0.0,0.968658447265625,0.0,0.0,8684,4233.1,0.13
305,아시아나에어포트,0.0,0.2276129424571991,0.0371896661818027,0.0,0.6462109684944153,0.0878881141543388,0.3384246826171875,0.0912903100252151,0.0,0.0,0.0,0.1678773015737533,0.4013927280902862,5157,1567.6,0.18
306,리치몬트코리아,0.0202582459896802,0.0,0.191854640841484,0.6650149822235107,0.0,0.1219595670700073,0.0,0.2399797588586807,0.6622825860977173,0.0,0.0306235272437334,0.0662529245018959,0.0,5444,8639.0,0.29
307,뉴스킨코리아,0.1669780910015106,0.0,0.2105008214712143,0.502616822719574,0.0,0.1181701868772506,0.0,0.0,0.0559346079826355,0.0,0.6212266683578491,0.3207424581050873,0.0,6032,4065.8,0.3
308,한국미스미,0.2339263409376144,0.0,0.0617115721106529,0.2449690401554107,0.0373702906072139,0.4127391576766968,0.0336770452558994,0.0,0.2334481179714203,0.0,0.5727899074554443,0.1590325236320495,0.0,5237,1686.2,0.21
309,메가마트,0.0,0.2413904666900634,0.0,0.0,0.3198995292186737,0.4359723627567291,0.3704826533794403,0.0,0.0,0.0,0.6278318762779236,0.0,0.0,3660,5048.2,0.29
310,모나미,0.0,0.6968873739242554,0.0,0.0,0.0,0.3000526130199432,0.018953738734126,0.0,0.1862644851207733,0.0,0.4935255944728851,0.0,0.3006525337696075,4598,973.9,0.33
311,스킨푸드,0.0,0.0,0.4100725352764129,0.0,0.0,0.5840281248092651,0.0,0.0,0.3659811913967132,0.0,0.4498222172260284,0.0,0.1802646666765213,4447,319.9,0.43
312,한국공항공사,0.9961920380592346,0.0,0.0,0.0,0.0,0.0,0.0589493289589881,0.0991309806704521,0.0,0.0,0.0440930053591728,0.7962207794189453,0.0,6780,5801.1,0.09
313,한국시세이도,0.0,0.0,0.4067246913909912,0.0,0.0,0.5905925631523132,0.0,0.0373040027916431,0.2609000205993652,0.0,0.3609770536422729,0.1730349212884903,0.1669128090143203,4283,1247.5,0.58
314,알라딘커뮤니케이션,0.0,0.0,0.0,0.0,0.7088342308998108,0.2869324386119842,0.0116631798446178,0.1265412867069244,0.0,0.0,0.0,0.4501409530639648,0.4086761176586151,3476,4575.5,0.43
315,까사미아,0.0,0.0,0.3958471715450287,0.0,0.0,0.5979794859886169,0.1290174424648285,0.0,0.181558758020401,0.0,0.2673332393169403,0.2103981971740722,0.2098166793584823,4292,1183.6,0.24
316,한독모터스,0.0,0.3116867542266845,0.0,0.0,0.5553874969482422,0.1297256499528885,0.1740951389074325,0.0,0.0,0.3275138139724731,0.0,0.0,0.4915067553520202,4305,1200.0,0.35
317,아이에스이커머스,0.0,0.0,0.0,0.0,0.0,0.989189863204956,0.0,0.0,0.1781322360038757,0.0,0.6042075753211975,0.0,0.2114912718534469,4544,95.2,0.43
318,더본코리아,0.0,0.2894097864627838,0.0,0.0148823298513889,0.0,0.6945101022720337,0.0,0.0,0.0150639796629548,0.0349228084087371,0.4213615655899048,0.0480506904423236,0.4800919890403747,4623,1765.4,0.28
319,아이피엑스,0.0,0.0,0.1392941623926162,0.6484432816505432,0.0,0.2081875652074813,0.0,0.0,0.205959677696228,0.1146295294165611,0.6087943315505981,0.0686856135725975,0.0,6032,121.8,0.3
320,익스피다이터스코리아,0.0,0.1927946805953979,0.0,0.6458498239517212,0.0317842103540897,0.1282755434513092,0.0,0.0560858435928821,0.2396927624940872,0.0,0.0,0.0,0.7016808986663818,6032,796.2,0.16
321,에스와이에스리테일,0.0235796067863702,0.0350847728550434,0.0220338124781847,0.2083869874477386,0.602104127407074,0.1088106706738472,0.1261872053146362,0.0,0.0,0.0,0.4554293751716614,0.2671165466308594,0.1507519334554672,5287,8783.5,0.41
322,영원무역,0.101654827594757,0.5850855708122253,0.0,0.0,0.0,0.3096929788589477,0.1995903104543686,0.0,0.0,0.2269576489925384,0.2405970990657806,0.0,0.3293748497962951,6813,1400.0,0.29
323,SK네트웍스,0.0,0.3783502876758575,0.0718831717967987,0.5430349707603455,0.0,0.0,0.0,0.0,0.1620552241802215,0.0,0.8303951621055603,0.0,0.0,6549,8200.0,0.25
324,초록마을,0.0893576070666313,0.0,0.1408634185791015,0.2939000427722931,0.1262464970350265,0.3489249050617218,0.0,0.0,0.1291238069534301,0.0,0.857934296131134,0.0114514529705047,0.0,3707,2001.8,0.5
325,하나로티앤에스,0.0,0.3922213912010193,0.0,0.0782648101449012,0.5285198092460632,0.0,0.1692167073488235,0.1166108697652816,0.0,0.0165045503526926,0.5448572039604187,0.0,0.1462434083223343,4742,5509.8,0.27
326,디케이에스에이치코리아,0.3498463034629822,0.0,0.0467646270990371,0.2514570951461792,0.0,0.3503295183181762,0.0,0.0,0.147675022482872,0.0,0.8493285775184631,0.0,0.0,4632,1025.3,0.22
327,룩옵틱스,0.0,0.0,0.5950713753700256,0.0,0.3942306637763977,0.0,0.0611133314669132,0.0,0.0,0.0,0.7264251112937927,0.0,0.2047027349472046,3334,413.6,0.61
328,용마로지스,0.0419256947934627,0.4554496705532074,0.2289914935827255,0.2131515592336654,0.0600897371768951,0.0,0.582291841506958,0.0258951429277658,0.0,0.0,0.0472467020153999,0.0,0.3425537347793579,5131,3048.5,0.21
329,코레일네트웍스,0.4839826226234436,0.0,0.0342072658240795,0.0,0.4798700213432312,0.0,0.0790947079658508,0.564281165599823,0.0,0.0,0.0144230378791689,0.2540682852268219,0.087420754134655,4644,996.5,0.2
330,한세엠케이,0.0,0.0,0.299256682395935,0.0,0.063146948814392,0.6349759101867676,0.0364520587027072,0.0,0.0681806206703186,0.0,0.7102206349372864,0.0,0.1834974586963653,4435,1493.0,0.44
331,크레텍책임,0.0,0.6661750078201294,0.0860902667045593,0.0,0.1500120162963867,0.0952250882983207,0.0,0.0,0.0,0.0,0.3680291473865509,0.0668195635080337,0.5597752332687378,5612,3727.9,0.17
332,다비치안경체인,0.0,0.0,0.2989758551120758,0.0353967286646366,0.0731809511780738,0.5917431712150574,0.0,0.0,0.0296285543590784,0.0,0.1141841262578964,0.1001594886183738,0.7506701946258545,3278,1.0,1.0
333,인천국제공항공사,0.9667993187904358,0.0,0.0,0.0,0.0,0.0301677603274583,0.0,0.0356974825263023,0.0,0.3049622178077698,0.2710209488868713,0.3869312405586242,0.0,8247,4904.6,0.14
334,한익스프레스,0.1383708417415619,0.3358305394649505,0.162076324224472,0.2629984617233276,0.100241407752037,0.0,0.3080483376979828,0.0,0.0371559932827949,0.0,0.3509664237499237,0.2823987603187561,0.0148168578743934,5405,6889.9,0.17
335,아름다운가게,0.6260493397712708,0.0,0.0,0.366036981344223,0.0,0.0,0.0,0.0219749752432107,0.1634643673896789,0.0,0.5020937919616699,0.3086569905281067,0.0,3011,352.5,0.55
336,영풍문고,0.0,0.0,0.0,0.0,0.4253028333187103,0.5695168972015381,0.0597711019217968,0.0,0.0,0.0,0.0,0.4039391577243805,0.5332358479499817,3224,1449.0,0.38
337,메르세데스벤츠코리아,0.1633304208517074,0.0,0.2906352579593658,0.5427330136299133,0.0,0.0,0.179809883236885,0.0380395427346229,0.3816078305244446,0.0,0.3985770344734192,0.0,0.0,6032,6100.0,0.17
338,에스지세계물산,0.0,0.030099768191576,0.2989113330841064,0.0,0.0,0.6668748259544373,0.5481305718421936,0.0450534708797931,0.0,0.0,0.4022226333618164,0.0,0.0,5519,3096.0,0.32
339,카버코리아,0.0,0.0,0.1728036701679229,0.2483913153409958,0.0,0.5769088864326477,0.0,0.0,0.0408477447926998,0.0,0.9570549726486206,0.0,0.0,6032,4505.1,0.46
340,티웨이항공,0.2954223752021789,0.0232740920037031,0.0,0.6255414485931396,0.0,0.053977221250534,0.4524782001972198,0.0207949895411729,0.0,0.1701013743877411,0.1520934402942657,0.0,0.1991823613643646,4065,2144.4,0.15
341,서울문고,0.0239621233195066,0.0238974019885063,0.8801498413085938,0.0239029861986637,0.0240646637976169,0.0240229703485965,0.8565407991409302,0.023887924849987,0.0239314138889312,0.0239023324102163,0.0239129904657602,0.0238742921501398,0.0239502135664224,3711,692.5,0.33
342,리앤풍한국,0.44866544008255,0.0,0.0,0.5406560897827148,0.0,0.0,0.0,0.1102420017123222,0.1023994237184524,0.0,0.7771052122116089,0.0,0.0,5830,118.7,0.35
343,하이네켄코리아,0.0,0.0,0.218013197183609,0.7786219120025635,0.0,0.0,0.1051261574029922,0.0319013819098472,0.1868780106306076,0.0,0.6675320267677307,0.0,0.0,5379,1380.2,0.28
344,혜인식품,0.0,0.6850521564483643,0.0,0.0,0.1850043982267379,0.1227169036865234,0.0,0.0,0.0788866057991981,0.0,0.0,0.0,0.9154634475708008,3751,586.3,0.52
345,비엠더블유코리아,0.0,0.0,0.2578953504562378,0.6262686848640442,0.0,0.1115632802248001,0.0,0.0446435809135437,0.6655842661857605,0.1824337542057037,0.1039743274450302,0.0,0.0,6032,4700.0,0.36
346,롯데쇼핑,0.0,0.2144491523504257,0.0,0.3119271099567413,0.0,0.4572610855102539,0.0,0.4622380137443542,0.0,0.0,0.0,0.5183713436126709,0.0,4716,8400.0,0.46
347,에어부산,0.299475610256195,0.097228817641735,0.0,0.0,0.0,0.6006782650947571,0.2953410446643829,0.0,0.0,0.0,0.6962434649467468,0.0,0.0,3940,1765.0,0.43
348,한국머스크,0.0,0.0,0.0,0.9973855018615724,0.0,0.0,0.0,0.2433707267045974,0.7379273176193237,0.0,0.0137844234704971,0.0,0.0,5965,181.9,0.16
349,올가홀푸드,0.0,0.0,0.1709494441747665,0.4257034361362457,0.0,0.3997385799884796,0.0,0.0249369107186794,0.0,0.0,0.0495153553783893,0.1746014803647995,0.7488561868667603,3599,775.8,0.56
350,인천교통공사,0.6569719910621643,0.0,0.0,0.0,0.3401671350002289,0.0,0.0,0.6388522982597351,0.0,0.0,0.0,0.3505561947822571,0.0,5594,1697.6,0.1
351,유피에스에스씨에스코리아,0.3219546675682068,0.0,0.0819128826260566,0.5941877365112305,0.0,0.0,0.0,0.509339451789856,0.2955262660980224,0.0,0.0390916503965854,0.0669402629137039,0.0879327952861785,5084,265.5,0.2
352,팬오션,0.0,0.0540686473250389,0.2824966311454773,0.6598451733589172,0.0,0.0,0.5270135402679443,0.0,0.0442705526947975,0.0,0.4217148423194885,0.0,0.0,11448,4100.0,0.06
353,한일후지코리아,0.0,0.7312612533569336,0.0,0.073464885354042,0.0317006260156631,0.1553416699171066,0.3672532439231872,0.0,0.0,0.1062647774815559,0.0266744624823331,0.0,0.4992623925209045,4705,1469.6,0.18
354,태웅로직스,0.0,0.4179798662662506,0.0977829247713089,0.2187574803829193,0.0,0.2640208899974823,0.0357852801680564,0.0,0.4019003510475158,0.1854210644960403,0.0,0.0,0.3737995028495788,6447,8669.5,0.13
355,도이치모터스,0.0,0.354856938123703,0.0,0.3083417117595672,0.2307940125465393,0.1044336780905723,0.1352940797805786,0.0,0.0,0.0,0.0,0.06015070900321,0.8030755519866943,5140,1400.0,0.38
356,중소기업유통센터,0.7149383425712585,0.03961081802845,0.0,0.0,0.0,0.2440893799066543,0.0572683066129684,0.1315474063158035,0.1185333579778671,0.0277791675180196,0.133677676320076,0.3628924489021301,0.1683016121387481,6238,882.3,0.2
357,밀레코리아,0.0166880600154399,0.0155501011759042,0.2004543542861938,0.1943324506282806,0.0136461099609732,0.5593289732933044,0.0,0.0468836277723312,0.0344697646796703,0.0,0.6879251003265381,0.0485106594860553,0.1820006668567657,5335,561.3,0.11
358,이스트엔드,0.0,0.0562400035560131,0.2132390588521957,0.2925928831100464,0.0,0.4354351162910461,0.0,0.0,0.9925154447555542,0.0,0.0,0.0,0.0,4195,81.3,0.64
359,사노피아벤티스코리아,0.2643958628177643,0.0,0.1890738159418106,0.5434515476226807,0.0,0.0,0.0,0.0503410622477531,0.632502019405365,0.0,0.3136573135852813,0.0,0.0,6032,4383.3,0.31
360,한국공항,0.2711971402168274,0.2176761031150818,0.0,0.0,0.5087059140205383,0.0,0.4325606524944305,0.4699977934360504,0.0,0.0,0.0,0.0,0.095966137945652,5227,3295.9,0.13
361,키엔스코리아,0.0140457209199666,0.5796766877174377,0.0607923381030559,0.3440992832183838,0.0,0.0,0.2831093966960907,0.1175641119480133,0.1239420771598815,0.0,0.0524341724812984,0.1924600601196289,0.2301707118749618,5590,2191.2,0.13
362,오피스디포코리아,0.3651764690876007,0.0,0.0592124573886394,0.0,0.3682684600353241,0.1967108994722366,0.4719398915767669,0.0,0.2589455842971802,0.0,0.1289488971233368,0.0,0.131498783826828,3928,1746.8,0.26
363,유니코로지스틱스,0.0,0.3504197299480438,0.0,0.0104807317256927,0.0,0.6372686624526978,0.0165449474006891,0.0219775047153234,0.3121247589588165,0.0,0.2879490554332733,0.0,0.360552042722702,5481,4546.5,0.33
364,한국존슨앤드존슨메디칼,0.0838647782802581,0.0,0.0117092924192547,0.901936650276184,0.0,0.0,0.0244914647191762,0.0865330398082733,0.5495506525039673,0.118002213537693,0.2200622260570526,0.0,0.0,5677,1168.6,0.88
365,와우벤처스,0.0,0.0,0.0,0.0,0.0,0.9922789931297302,0.0,0.0,0.1530727297067642,0.0,0.5132979154586792,0.0,0.3310672044754028,2128,276.1,1.61
366,대구백화점,0.2830413281917572,0.0,0.0,0.0,0.0760586857795715,0.6338769197463989,0.0,0.0,0.0,0.0,0.3663430511951446,0.2193328887224197,0.4094189703464508,3597,956.5,0.18
367,우아한청년들,0.0793311223387718,0.0,0.0,0.7880071401596069,0.1086876019835472,0.023325340822339,0.0,0.335480660200119,0.4674001634120941,0.0,0.0,0.1894599348306656,0.0,2964,7210.8,1.48
368,교촌에프앤비,0.0740464180707931,0.6762512922286987,0.0266890581697225,0.1887240707874298,0.0335870273411273,0.0,0.0,0.0,0.0,0.1349794417619705,0.8365921378135681,0.0260853338986635,0.0,6713,3692.5,0.23
369,바바리안모터스,0.0,0.2521126568317413,0.0540224388241767,0.0,0.5637005567550659,0.1287475526332855,0.1344653666019439,0.0,0.0,0.0,0.0,0.1447819769382476,0.7194598913192749,3653,8687.5,0.34
370,슈나이더일렉트릭코리아,0.0366837233304977,0.0,0.0,0.9115027785301208,0.0,0.0494389459490776,0.0,0.0543386228382587,0.7887887954711914,0.0548038072884082,0.1003801226615905,0.0,0.0,6032,2124.9,0.23
371,쥴릭파마코리아,0.0,0.0,0.3265445232391357,0.6373273134231567,0.0,0.0305252186954021,0.0,0.530129075050354,0.0398985929787159,0.0,0.4279935956001282,0.0,0.0,5642,9099.0,0.17
372,소니코리아,0.328761488199234,0.0,0.0,0.664949893951416,0.0,0.0,0.0,0.3689892292022705,0.0404437631368637,0.0,0.4493343234062195,0.1391729265451431,0.0,6032,1500.0,0.5
373,한국엠에스디,0.0,0.0,0.1565526574850082,0.8393177390098572,0.0,0.0,0.0,0.1359981894493103,0.3173829019069671,0.0,0.5431624054908752,0.0,0.0,6032,5419.5,0.19
374,이폴리움,0.0909927636384964,0.0362704545259475,0.0,0.0,0.0,0.8672987222671509,0.0,0.0,0.0763804987072944,0.0,0.583434522151947,0.0,0.3386218249797821,4458,268.6,0.53
375,리레코코리아,0.0,0.0,0.2687774300575256,0.2239563763141632,0.0,0.5023636817932129,0.0,0.0,0.0,0.0,0.7328776121139526,0.0,0.2621384561061859,4320,227.9,0.23
376,장금상선,0.1049742102622985,0.4907204210758209,0.0953001156449318,0.2237765938043594,0.0839985832571983,0.0,0.4434276223182678,0.3300008773803711,0.0,0.0,0.222014233469963,0.0,0.0,6032,2200.0,0.13
377,한화갤러리아,0.5437914133071899,0.0,0.438226968050003,0.0129270134493708,0.0,0.0,0.0,0.2157256156206131,0.0,0.0,0.778088390827179,0.0,0.0,2681,3442.0,1.08
378,롯데아사히주류,0.0167933441698551,0.0168076753616333,0.0167989041656255,0.0167888104915618,0.9160259962081908,0.0167852621525526,0.0130456127226352,0.0130414878949522,0.0130407763645052,0.0130277387797832,0.9217165112495422,0.0130549017339944,0.0130729842931032,5932,623.1,0.08
379,디에스브이에어앤씨,0.0320807248353958,0.0,0.1280554383993148,0.3425837755203247,0.0,0.4956971108913421,0.0162479896098375,0.0,0.6801224946975708,0.0,0.0,0.0,0.2986447513103485,5187,2542.1,0.17
380,씨이오인터내셔널,0.0,0.105434738099575,0.0,0.0687845274806022,0.1932343244552612,0.6315005421638489,0.0,0.0,0.171905517578125,0.0,0.1610407382249832,0.0,0.6657868027687073,3971,489.6,0.67
381,디에이치엘글로벌포워딩코리아,0.4474188387393951,0.0,0.0,0.5487034916877747,0.0,0.0,0.1479282975196838,0.1924523711204528,0.5793521404266357,0.0,0.0789336487650871,0.0,0.0,6032,4072.2,0.15
382,칼자이스,0.0,0.0,0.021992539986968,0.974827229976654,0.0,0.0,0.0,0.1494907289743423,0.4488396644592285,0.0,0.3143172562122345,0.0745366588234901,0.0,6032,2258.0,0.14
383,한국팜비오,0.0,0.852138102054596,0.0240195337682962,0.0,0.0,0.1218300685286521,0.3866088390350342,0.0,0.0,0.0,0.1344166398048401,0.0,0.4690682888031006,5840,920.1,0.16
384,일룸,0.0,0.0503184832632541,0.1183193624019622,0.8286297917366028,0.0,0.0,0.0872523337602615,0.0,0.2500665783882141,0.0,0.1043023541569709,0.5565230846405029,0.0,4738,3710.3,0.34
385,대원미디어,0.0,0.024438589811325,0.1451910138130188,0.0,0.0,0.8275295495986938,0.0,0.0,0.1448957473039627,0.0,0.5069379806518555,0.0451778508722782,0.3009642958641052,4636,2337.9,0.28
386,힐티코리아,0.0,0.0,0.0979512706398963,0.7152543663978577,0.1838218867778778,0.0,0.0,0.1281710565090179,0.0,0.0,0.742338240146637,0.1273253262042999,0.0,5856,932.6,0.1
387,씨티씨바이오,0.0747570246458053,0.3457905650138855,0.0,0.0,0.5763733386993408,0.0,0.3414987623691559,0.0,0.0,0.0489193685352802,0.3355161845684051,0.0,0.2720448672771454,4646,1037.4,0.22
388,디에스이엔,0.0,0.0,0.0,0.2467367053031921,0.6140053272247314,0.1308313459157943,0.0,0.0,0.0,0.0,0.979092299938202,0.0,0.0,5589,840.4,4.13
389,케어캠프,0.2621817886829376,0.0163689032196998,0.0,0.0,0.1892788857221603,0.5304673314094543,0.1535403281450271,0.0,0.0,0.2225690186023712,0.4513382911682129,0.0,0.1707806438207626,4172,6907.8,0.27
390,풍림무약,0.0,0.0,0.932550311088562,0.0,0.0612079724669456,0.0,0.1918696910142898,0.0,0.3610628247261047,0.1249330043792724,0.3182560503482818,0.0,0.0,4706,789.5,0.28
391,젬백스링크,0.0,0.0,0.0490994378924369,0.0216259788721799,0.0983787477016449,0.829714298248291,0.0,0.0,0.622648298740387,0.0925322920083999,0.2771601378917694,0.0,0.0,5018,1097.2,0.47
392,체리쉬,0.0112455999478697,0.011229682713747,0.0112024946138262,0.0112215867266058,0.9438337683677672,0.0112668946385383,0.0143393967300653,0.0143412239849567,0.014357223175466,0.6166361570358276,0.3116677105426788,0.0143317878246307,0.0143265165388584,4750,157.6,0.74
393,코레일유통,0.8805308938026428,0.0,0.0,0.0,0.1156853586435318,0.0,0.3129790425300598,0.1137546673417091,0.0,0.0,0.0,0.5621077418327332,0.0,4793,2074.1,0.87
394,히타치하이테크코리아,0.0297310315072536,0.1048564240336418,0.4347364902496338,0.1527331620454788,0.2774377763271332,0.0,0.1929249018430709,0.458458811044693,0.1676588207483291,0.0704815536737442,0.0239187385886907,0.0,0.0862740725278854,6032,1187.4,0.06
395,뮬라,0.0,0.0479229539632797,0.0,0.0,0.0,0.9498324394226074,0.0,0.0,0.1457666605710983,0.0486594252288341,0.1816657930612564,0.0,0.6230541467666626,4795,418.4,1.08
396,제이씨현시스템,0.0,0.1576387584209442,0.0,0.0,0.0,0.8397141098976135,0.0393188744783401,0.0,0.0,0.0,0.2915539443492889,0.0,0.6684443354606628,4941,1989.7,0.33
397,메틀러토레도코리아,0.0143212657421827,0.1358000934123993,0.0190592072904109,0.4558528363704681,0.0,0.3742271661758423,0.0,0.0,0.3628709614276886,0.0,0.3403741419315338,0.0,0.2944825887680053,5460,649.5,0.24
398,아이씨뱅큐,0.0190850272774696,0.0,0.0944195911288261,0.5400738716125488,0.0,0.3440302610397339,0.0,0.0180597677826881,0.3176087141036987,0.0,0.0,0.0,0.6612937450408936,3344,408.1,0.38
399,천일정기화물자동차,0.0956716239452362,0.2125636637210846,0.0,0.0,0.4273851811885834,0.2624261677265167,0.3527017831802368,0.0,0.0,0.0,0.2276772111654281,0.0,0.4171476066112518,4146,1824.0,0.16
400,파나소닉디바이스세일즈코리아,0.3269907832145691,0.0,0.0,0.5800668001174927,0.0903513506054878,0.0,0.0656605586409568,0.0,0.0207826867699623,0.0,0.5480573177337646,0.26459401845932,0.0999999046325683,6032,5871.6,0.15
401,한국애보트,0.0,0.0,0.2866600751876831,0.2038546055555343,0.0,0.5056228637695312,0.0,0.0740963146090507,0.2442227751016616,0.0,0.6779529452323914,0.0,0.0,6032,2050.5,0.14
